source target
UME1 PML39
YAP5 PML39
YAP6 PML39
ACE2 YLR131C
REB1 ZDS2
SPT10 ZDS2
TUP1 ZDS2
YAP6 ZDS2
GCN5 COQ5
SFP1 COQ5
TFC7 COQ5
YAP6 COQ5
SKN7 BUL2
SWI5 BUL2
YAP6 BUL2
MSN2 CTK3
MED4 DAT1
REB1 TAF8
SIN4 TAF8
TUP1 TAF8
XBP1 TAF8
CST6 VAN1
HSF1 VAN1
MED4 VAN1
PHD1 VAN1
RSF2 VAN1
SIN4 VAN1
TUP1 VAN1
UME6 VAN1
YAP6 VAN1
CIN5 ATR1
CYC8 ATR1
GCN4 ATR1
PAF1 ATR1
RFX1 ATR1
RSF2 ATR1
SFP1 ATR1
YAP6 ATR1
SFP1 YLR403W
SIN4 NAB6
TUP1 NAB6
MED4 NGL3
YAP6 NGL3
CBF1 YJR060W
FHL1 YPR104C
REB1 YBR049C
SFP1 YLR403W
UME6 YDR207C
BUR6 NDI1
CBF1 NDI1
REB1 NDI1
RFX1 NDI1
SFP1 NDI1
SPT6 NDI1
SUA7 NDI1
BUR6 GTR1
CAD1 GTR1
CBF1 GTR1
CYC8 GTR1
MET4 GTR1
NRG1 GTR1
PHO4 GTR1
SFP1 GTR1
GCN4 YEL009C
MET4 YNL103W
SFP1 YLR403W
CBF1 PHO84
CST6 PHO84
HFI1 PHO84
HSF1 PHO84
MED2 PHO84
NRG1 PHO84
PHO2 PHO84
PHO4 PHO84
RAP1 PHO84
SPT10 PHO84
SPT20 PHO84
WTM2 PHO84
XBP1 PHO84
MED2 TUB3
REB1 TUB3
SFP1 TUB3
CST6 PGA3
GCR1 PGA3
MED2 PGA3
MED4 PGA3
SFP1 PGA3
CST6 ERG13
FKH1 ERG13
GCR1 ERG13
MED4 ERG13
RAP1 ERG13
REB1 ERG13
SFP1 ERG13
SIN4 ERG13
XBP1 ERG13
BUR6 RSC9
GCN5 RSC9
INO2 RSC9
MED2 RSC9
MED4 RSC9
SUA7 RSC9
BUR6 MSC1
CST6 MSC1
RAP1 MSC1
RGM1 MSC1
SPT10 MSC1
SUA7 MSC1
XBP1 MSC1
YAP1 MSC1
GCN5 COX14
MED2 COX14
REB1 COX14
RGR1 COX14
SRB5 COX14
STP1 COX14
SUA7 COX14
XBP1 COX14
YAP5 COX14
BUR6 ERO1
FKH2 ERO1
GCN5 ERO1
HSF1 ERO1
RGR1 ERO1
SPT3 ERO1
SPT6 ERO1
SPT7 ERO1
SRB5 ERO1
SUA7 ERO1
TFC7 ERO1
RIM101 YHL027W
SFP1 YLR403W
SKO1 YNL167C
TUP1 YCR084C
TUP1 YCR084C
YAP5 YIR018W
SIN3 COS3
SWI4 COS3
UME6 COS3
ZAP1 COS3
ZAP1 COS3
ZAP1 COS3
CDC73 YLR418C
CHA4 YLR098C
CST6 YIL036W
RTF1 YGL244W
SFP1 YLR403W
SIN4 YNL236W
SWI4 YER111C
TUP1 YCR084C
MCM1 CDC5
NDD1 CDC5
PAF1 CDC5
RFX1 CDC5
SFP1 CDC5
UGA3 CDC5
BUR6 YER159C
GCN5 YGR252W
HFI1 YPL254W
MCM1 YMR043W
MED2 YDL005C
NDD1 YOR372C
RSF2 YJR127C
BUR6 MIX17
GCN5 MIX17
MCM1 MIX17
MED2 MIX17
NDD1 MIX17
RSF2 MIX17
HCM1 AIM34
REB1 AIM34
RFX1 AIM34
SFP1 AIM34
RFX1 MVP1
RSF2 MVP1
STP1 MVP1
ABF1 TAF4
MED4 TAF4
UGA3 TAF4
CST6 PLB2
GCR1 PLB2
HFI1 PLB2
HFI1 PLB2
HSF1 PLB2
RAP1 PLB2
RIM101 PLB2
SFP1 PLB2
SFP1 PLB2
SPT10 PLB2
SPT20 PLB2
SWI4 PLB2
TOA2 PLB2
YAP5 PLB2
BUR6 PLB1
CST6 PLB1
CYC8 PLB1
FKH2 PLB1
HFI1 PLB1
HSF1 PLB1
MET32 PLB1
MET4 PLB1
RAP1 PLB1
RFX1 PLB1
RGR1 PLB1
RPD3 PLB1
SFP1 PLB1
SPT3 PLB1
SPT7 PLB1
SUA7 PLB1
TFC7 PLB1
UGA3 PLB1
XBP1 PLB1
YRR1 PLB1
YRR1 PLB1
CRZ1 ADI1
MED4 ADI1
MET32 ADI1
MET4 ADI1
SFP1 ADI1
SPT6 ADI1
STP1 ADI1
SWI6 ADI1
UGA3 ADI1
YAP6 ADI1
MED4 ANY1
CST6 HXT2
GCR1 HXT2
GCR2 HXT2
HAL9 HXT2
MET32 HXT2
MET4 HXT2
NRG1 HXT2
PHD1 HXT2
PHO2 HXT2
UME6 HXT2
YAP1 HXT2
SPT6 CLU1
MED4 SEC59
RAP1 SEC59
SRB5 SEC59
GCN4 YEL009C
GCN5 YGR252W
UGA3 YDL170W
SFP1 BUD22
GCN5 ERG5
GCR1 ERG5
HAP1 ERG5
HFI1 ERG5
MET32 ERG5
PHD1 ERG5
RAP1 ERG5
RAP1 ERG5
RAP1 ERG5
RFX1 ERG5
SFP1 ERG5
SPT20 ERG5
SPT3 ERG5
SPT8 ERG5
UME6 ERG5
XBP1 ERG5
YAP1 ERG5
YAP5 ERG5
AFT1 SOK2
MET32 SOK2
PHD1 SOK2
RAP1 SOK2
SKN7 SOK2
SKO1 SOK2
SOK2 SOK2
SWI4 SOK2
SWI6 SOK2
UGA3 SOK2
YAP6 SOK2
AFT1 SPO20
FKH1 SPO20
MED4 SPO20
PHD1 SPO20
SFP1 SPO20
SKN7 SPO20
SKO1 SPO20
SOK2 SPO20
SPT10 SPO20
SWI4 SPO20
SWI6 SPO20
YAP6 SPO20
BRF1 PEX9
GCN4 PEX9
MSN2 PEX9
PHD1 PEX9
STP1 PEX9
YAP5 PEX9
REB1 STB4
RFX1 STB4
SFP1 STB4
GCR1 FMS1
RFX1 MAC1
SUA7 MAC1
XBP1 MAC1
YAP6 MAC1
MAC1 UBC7
RFX1 UBC7
SUA7 UBC7
YAP6 UBC7
SFP1 MSS1
TFC7 MSS1
UGA3 MSS1
XBP1 MSS1
UGA3 MRPL3
MED4 CSI1
YAP5 CSI1
BUR6 PEX12
MED2 PEX12
MSN2 PEX12
SFP1 PEX12
SPT3 PEX12
XBP1 PEX12
YAP1 PEX12
YAP6 PEX12
BUR6 YER159C
MED4 YOR174W
RAP1 YNL216W
SPT3 YDR392W
STP1 YDR463W
XBP1 YIL101C
YAP6 YDR259C
GCN5 TAP42
MED4 TAP42
ROX1 TAP42
RSF2 TAP42
SFP1 TAP42
STP1 TAP42
MED2 FAR8
BUR6 RSF1
SRB5 RSF1
SUA7 RSF1
FKH1 YIL131C
GCN5 YGR252W
MED4 YOR174W
XBP1 YIL101C
ADA2 EIS1
ARG80 EIS1
BUR6 EIS1
FHL1 EIS1
FKH2 EIS1
HFI1 EIS1
MED2 EIS1
NCB2 EIS1
RFX1 EIS1
SFP1 EIS1
SPT3 EIS1
SPT6 EIS1
SUA7 EIS1
TFC7 EIS1
TUP1 EIS1
UGA3 EIS1
UME6 EIS1
XBP1 EIS1
YAP1 EIS1
ARG80 HOF1
FHL1 HOF1
FKH1 HOF1
GCN5 HOF1
HFI1 HOF1
MED2 HOF1
RPH1 HOF1
SFP1 HOF1
SPT3 HOF1
SPT6 HOF1
SUA7 HOF1
TUP1 HOF1
UGA3 HOF1
UME6 HOF1
XBP1 HOF1
YAP1 HOF1
ABF1 ARP9
RPD3 ARP9
AFT2 RCH1
RFX1 RCH1
SFP1 RCH1
SIN3 RCH1
YAP6 RCH1
AFT2 IMP2
FKH1 IMP2
SRB5 IMP2
UGA3 IMP2
YAP6 IMP2
MET32 MSN2
MET4 MSN2
CAD1 CCS1
GCR1 CCS1
HFI1 CCS1
HSF1 CCS1
SPT10 CCS1
SPT20 CCS1
YAP1 CCS1
REB1 SUB1
SFP1 SUB1
UME6 SUB1
REB1 YET2
SPT6 YET2
SUA7 YET2
TFC7 YET2
UME6 YET2
UME6 YET2
AFT1 ARA2
SFP1 ARA2
SFP1 ARA2
SIN4 ARA2
SPT6 ARA2
TFC7 ARA2
SPT7 ARG80
UPC2 ARG80
XBP1 ARG80
GLN3 MCM1
PHO2 IOC4
RGR1 IOC4
XBP1 IOC4
YAP1 IOC4
ABF1 YKL112W
BAS1 YKR099W
CHA4 YLR098C
CST6 YIL036W
FHL1 YPR104C
GCN4 YEL009C
HFI1 YPL254W
HFI1 YPL254W
MAC1 YMR021C
RAP1 YNL216W
REB1 YBR049C
SIN4 YNL236W
SPT10 YJL127C
SPT20 YOL148C
SPT3 YDR392W
TEC1 YBR083W
TUP1 YCR084C
TYE7 YOR344C
UME6 YDR207C
XBP1 YIL101C
CHA4 YLR098C
CST6 YIL036W
GCR1 YPL075W
GSM1 YJL103C
GTS1 YGL181W
HAA1 YPR008W
HFI1 YPL254W
HSF1 YGL073W
PGD1 YGL025C
RAP1 YNL216W
REB1 YBR049C
RIM101 YHL027W
SIN4 YNL236W
SPT10 YJL127C
SPT20 YOL148C
SPT3 YDR392W
TEC1 YBR083W
TUP1 YCR084C
TYE7 YOR344C
UME6 YDR207C
ABF1 YKL112W
HFI1 YPL254W
MAC1 YMR021C
SIN4 YNL236W
SPT10 YJL127C
SPT20 YOL148C
SPT3 YDR392W
TEC1 YBR083W
TUP1 YCR084C
UME6 YDR207C
REB1 NUP116
REB1 NUP116
XBP1 NUP116
REB1 CSM3
REB1 CSM3
SFP1 CSM3
XBP1 CSM3
YAP6 CSM3
REB1 ERB1
RFX1 ERB1
SFP1 ERB1
SFP1 ERB1
ABF1 YKL112W
BAS1 YKR099W
CST6 YIL036W
GTS1 YGL181W
HFI1 YPL254W
MAC1 YMR021C
RAP1 YNL216W
REB1 YBR049C
SIN4 YNL236W
SPT10 YJL127C
SPT20 YOL148C
SPT3 YDR392W
TEC1 YBR083W
TUP1 YCR084C
TYE7 YOR344C
UME6 YDR207C
ABF1 YKL112W
AFT1 YGL071W
BAS1 YKR099W
CHA4 YLR098C
CST6 YIL036W
HAA1 YPR008W
HFI1 YPL254W
HFI1 YPL254W
HSF1 YGL073W
RAP1 YNL216W
REB1 YBR049C
SIN4 YNL236W
SPT10 YJL127C
SPT20 YOL148C
SPT3 YDR392W
SWI6 YLR182W
TEC1 YBR083W
TUP1 YCR084C
TYE7 YOR344C
YAP1 YML007W
SPT6 FAR3
TFC6 FAR3
TFC7 FAR3
XBP1 FAR3
PHO2 STB2
SUA7 STB2
INO2 STV1
PHO2 STV1
STB1 BUB2
FHL1 AAC1
FKH1 AAC1
FKH2 AAC1
GLN3 AAC1
HAP1 AAC1
MED2 AAC1
MED4 AAC1
MSN2 AAC1
RPH1 AAC1
RSF2 AAC1
SOK2 AAC1
SPT6 AAC1
SRB5 AAC1
SUA7 AAC1
UME6 AAC1
WTM2 AAC1
XBP1 AAC1
YAP6 AAC1
GCN4 YEL009C
SPT10 YJL127C
AFT1 FET3
CST6 FET3
FHL1 FET3
FKH2 FET3
GCR1 FET3
GLN3 FET3
HAP1 FET3
INO4 FET3
MBP1 FET3
MED4 FET3
RFX1 FET3
ROX1 FET3
SFP1 FET3
SFP1 FET3
SIN3 FET3
SMP1 FET3
SOK2 FET3
SPT3 FET3
UME6 FET3
XBP1 FET3
YAP1 FET3
YAP1 FET3
YAP5 FET3
YAP5 FET3
YAP6 FET3
MSN2 SEN15
ABF1 SAM37
TFC7 SAM37
YAP6 SAM37
ABF1 RNA14
MED4 RNA14
YAP1 RNA14
AFT1 ARG7
FKH1 ARG7
GCN4 ARG7
GLN3 ARG7
HFI1 ARG7
MED2 ARG7
GCN4 RIM9
GCN5 AEP1
RSF2 AEP1
TFC7 AEP1
HFI1 KAR5
SFP1 KAR5
TEC1 KAR5
SPT10 SOV1
TFC7 UBX4
UGA3 UBX4
FKH1 NAT4
GCN5 NAT4
MED4 NAT4
RAP1 NAT4
SPT6 NAT4
UME6 NAT4
XBP1 NAT4
BUR6 MOT3
MET32 MOT3
MET4 MOT3
RPD3 MOT3
SFP1 MOT3
SPT10 MOT3
STP1 MOT3
UME6 MOT3
RSF2 TVP18
STP1 TVP18
YAP6 TVP18
FHL1 ABF2
HCM1 ABF2
RSF2 ABF2
SFP1 IRC21
TFC7 IRC21
BUR6 SDD2
GCN5 SDD2
MED2 SDD2
REB1 SDD2
SRB5 SDD2
SUA7 SDD2
YAP6 SDD2
SFP1 YLR403W
RFX1 RCO1
REB1 PDS5
MED4 VPS20
SFP1 VPS20
SFP1 VPS20
XBP1 VPS20
MBP1 CTF18
SFP1 CTF18
CAD1 SEC14
MBP1 SEC14
SFP1 SEC14
YAP6 SEC14
SFP1 NAM7
CIN5 ISF1
GCN4 ISF1
HCM1 ISF1
SWI5 ISF1
TFC7 ISF1
RAP1 YNL216W
SPT10 YJL127C
BRF1 ADH3
BUR6 ADH3
CIN5 ADH3
FHL1 ADH3
FKH2 ADH3
MED2 ADH3
MED4 ADH3
RGR1 ADH3
RSF2 ADH3
SFP1 ADH3
SFP1 ADH3
SPT3 ADH3
SPT7 ADH3
UME6 ADH3
XBP1 ADH3
YAP1 ADH3
NRG1 YDR043C
SUA7 YPR086W
TUP1 YCR084C
XBP1 YIL101C
YAP5 YIR018W
ABF1 YKL112W
AFT2 YPL202C
DOT6 YER088C
GCN4 YEL009C
GCR1 YPL075W
MIG1 YGL035C
NRG1 YDR043C
PGD1 YGL025C
PPR1 YLR014C
RAP1 YNL216W
RDR1 YOR380W
REB1 YBR049C
SFP1 YLR403W
SFP1 YLR403W
SIN4 YNL236W
SPN1 YPR133C
SPT10 YJL127C
SPT2 YER161C
STP1 YDR463W
UME1 YPL139C
FKH1 SEG1
GCN5 SEG1
MED2 SEG1
MED4 SEG1
RFX1 SEG1
SFP1 SEG1
YAP6 SEG1
ZAP1 SEG1
ZAP1 SEG1
ZAP1 SEG1
ARR1 PDL32
FHL1 PDL32
INO2 PDL32
SFP1 PDL32
SUA7 PDL32
TFC7 VBA1
CIN5 YTA12
GCN5 YTA12
SFP1 YTA12
YAP6 YTA12
BUR6 YER159C
CIN5 YOR028C
CST6 YIL036W
FKH1 YIL131C
GCN5 YGR252W
SFP1 YLR403W
SPT10 YJL127C
SPT3 YDR392W
SUA7 YPR086W
YAP6 YDR259C
GCR1 NPL6
TFC7 NPL6
YAP6 NPL6
ABF1 AIP1
RAP1 AIP1
STP1 AIP1
XBP1 AIP1
ABF1 UTP15
SFP1 UTP15
SFP1 UTP15
STP1 UTP15
UGA3 UTP15
CYC8 CTF13
GCN5 CTF13
RFX1 CTF13
SPT10 CTF13
XBP1 CTF13
FKH1 SNO1
GCN4 SNO1
GCR1 SNO1
MED2 SNO1
SFP1 SNO1
SIN3 SNO1
SPT10 SNO1
UME6 SNO1
FKH1 SNZ1
GCN4 SNZ1
GCR1 SNZ1
HFI1 SNZ1
PHO4 SNZ1
RAP1 SNZ1
SFP1 SNZ1
SFP1 SNZ1
SPT10 SNZ1
STP1 SNZ1
SUM1 SNZ1
UME6 SNZ1
YAP6 SNZ1
SFP1 MTG1
SPT10 MTG1
RFX1 ATP25
GCR1 YPL075W
MED2 YDL005C
RAP1 YNL216W
REB1 YBR049C
RFX1 MUB1
UME6 SRT1
UME6 SRT1
YAP5 SRT1
AFT1 YGL071W
HFI1 YPL254W
RFX1 YLR176C
RPN4 YDL020C
STP1 YDR463W
TFC7 YOR110W
YAP6 YDR259C
YRR1 YOR162C
YRR1 YOR162C
CBF1 YPK2
CYC8 YPK2
RGM1 YPK2
SFP1 YPK2
SPN1 YPK2
SPT2 YPK2
SUA7 YPK2
SWI4 YPK2
WTM2 YPK2
YHP1 YPK2
ZAP1 YPK2
BUR6 PGM2
CST6 PGM2
CYC8 PGM2
FLO8 PGM2
GCN5 PGM2
GCR1 PGM2
HSF1 PGM2
HSF1 PGM2
NCB2 PGM2
NHP6A PGM2
RGM1 PGM2
SUA7 PGM2
UME6 PGM2
XBP1 PGM2
BUR6 YER159C
CYC8 YBR112C
MSN2 YMR037C
NCB2 YDR397C
RPD3 YNL330C
SPT3 YDR392W
SUA7 YPR086W
SWI4 YER111C
UME6 YDR207C
XBP1 YIL101C
MOT3 YKU80
CST6 SPG4
GCR1 SPG4
LEU3 SPG4
MED2 SPG4
RAP1 SPG4
SPT10 SPG4
SRB5 SPG4
UME6 SPG4
YAP5 SPG4
ASH1 ILV2
CST6 ILV2
HSF1 ILV2
LEU3 ILV2
LEU3 ILV2
SFP1 ILV2
SIN4 ILV2
SPT10 ILV2
TFC7 MYO5
RFX1 YLR176C
XBP1 YIL101C
BUR6 MED11
CAD1 FOL3
SFP1 FOL3
FKH1 YIL131C
MED2 YDL005C
REB1 YBR049C
XBP1 YIL101C
FKH1 MGR3
MED2 MGR3
REB1 MGR3
CST6 ASC1
FHL1 ASC1
GCR1 ASC1
HFI1 ASC1
LEU3 ASC1
RAP1 ASC1
RAP1 ASC1
RFX1 ASC1
SFP1 ASC1
SPT20 ASC1
UGA3 ASC1
YAP1 ASC1
ZAP1 ASC1
FKH1 SPC24
FKH2 SPC24
REB1 SPC24
REB1 SPC24
SPT10 SPC24
TFC7 SPC24
XBP1 SPC24
YAP6 SPC24
MED6 SHH3
SFP1 SHH3
SPT10 SHH3
UGA3 SHH3
GCN5 ASI1
MSN4 ASI1
TFC6 ASI1
TFC7 ASI1
YAP5 ASI1
SFP1 YLR403W
ABF1 ADE17
BAS1 ADE17
BAS1 ADE17
CBF1 ADE17
CST6 ADE17
CYC8 ADE17
GCN4 ADE17
GCR1 ADE17
HSF1 ADE17
MED2 ADE17
PHO2 ADE17
RAP1 ADE17
REB1 ADE17
RTG3 ADE17
SFP1 ADE17
SFP1 ADE17
SIN3 ADE17
SPT10 ADE17
SPT10 ADE17
SPT20 ADE17
TUP1 ADE17
YAP1 ADE17
YAP6 ADE17
ZAP1 ADE17
ZAP1 ADE17
ZAP1 ADE17
ASH1 RPL15B
CST6 RPL15B
GCN5 RPL15B
GCR1 RPL15B
HSF1 RPL15B
IFH1 RPL15B
MED2 RPL15B
RAP1 RPL15B
REB1 RPL15B
SFP1 RPL15B
SFP1 RPL15B
SIN4 RPL15B
SOK2 RPL15B
SPT10 RPL15B
SPT20 RPL15B
SPT3 RPL15B
STP1 RPL15B
UGA3 RPL15B
YAP1 RPL15B
MET32 YDR253C
RAP1 YNL216W
ADA2 NCW1
ASH1 NCW1
BUR6 NCW1
FKH2 NCW1
GCN5 NCW1
LEU3 NCW1
MED2 NCW1
MED4 NCW1
NCB2 NCW1
REB1 NCW1
REB1 NCW1
SFP1 NCW1
SKN7 NCW1
SOK2 NCW1
SPT3 NCW1
SWI5 NCW1
UME6 NCW1
XBP1 NCW1
YAP1 NCW1
ASH1 PKR1
GCR1 PKR1
HSF1 PKR1
REB1 PKR1
SFP1 PKR1
SOK2 PKR1
YAP6 PKR1
XBP1 EPO1
STE12 STO1
TEC1 STO1
SFP1 DLT1
SFP1 ECM16
STP1 ECM16
TFC7 ECM16
UME6 ECM16
ABF1 POM152
FHL1 POM152
FKH1 POM152
GCN5 POM152
MED4 POM152
GCR1 DPI35
YAP5 DPI35
GCN5 RRB1
RGR1 RRB1
SFP1 RRB1
SPT20 RRB1
XBP1 RRB1
YAP6 JLP2
CYC8 REC114
UME6 REC114
YAP6 REC114
SFP1 ERG29
XBP1 ERG29
ADA2 GID8
BUR6 GID8
CYC8 GID8
FHL1 GID8
GCN4 GID8
MED2 GID8
MED4 GID8
MED6 GID8
MET32 GID8
MET4 GID8
NRG1 GID8
PHD1 GID8
RGR1 GID8
ROX1 GID8
RPD3 GID8
SKN7 GID8
SKN7 GID8
SOK2 GID8
SPT8 GID8
STE12 GID8
SUA7 GID8
SWI4 GID8
SWI4 GID8
SWI6 GID8
TEC1 GID8
YAP1 GID8
SPT10 YJL127C
GCN4 GAT2
MET32 GAT2
MET4 GAT2
NRG1 GAT2
PHD1 GAT2
RGR1 GAT2
RIM101 GAT2
ROX1 GAT2
SFP1 GAT2
SKN7 GAT2
SOK2 GAT2
SSN2 GAT2
STE12 GAT2
STP1 GAT2
SWI4 GAT2
SWI6 GAT2
TEC1 GAT2
UME6 GAT2
WTM2 GAT2
MED2 PSO2
RSF2 PSO2
SPT10 PSO2
YAP6 PSO2
GCN5 CIN4
MED2 CIN4
SFP1 CIN4
BUR6 RIM11
RFX1 RIM11
RPD3 RIM11
SPT3 RIM11
SUA7 RIM11
BUR6 SIP5
RFX1 SIP5
STP1 SIP5
YAP5 SIP5
YAP6 SIP5
CST6 RPL13B
GCR1 RPL13B
HFI1 RPL13B
HSF1 RPL13B
IFH1 RPL13B
MET32 RPL13B
RAP1 RPL13B
RAP1 RPL13B
RPD3 RPL13B
SFP1 RPL13B
SPT10 RPL13B
SPT20 RPL13B
YAP1 RPL13B
FHL1 RPS16A
IFH1 RPS16A
MET32 RPS16A
RAP1 RPS16A
RPD3 RPS16A
SFP1 RPS16A
SRB5 RPS16A
TFC7 RPS16A
UME6 RPS16A
XBP1 RPS16A
YAP6 RPS16A
HFI1 FDO1
SFP1 FDO1
SFP1 FDO1
YAP6 FDO1
AFT1 NDE1
HAP1 NDE1
HSF1 NDE1
MET32 NDE1
RAP1 NDE1
RGR1 NDE1
RTG3 NDE1
SFP1 NDE1
SIN3 NDE1
SKN7 NDE1
SPT20 NDE1
STP1 NDE1
UME6 NDE1
GCN5 TIF34
GCR1 TIF34
REB1 TIF34
SFP1 TIF34
SFP1 TIF34
UME6 TIF34
UME6 LDO45
UME6 LDO45
XBP1 LDO45
UME6 LDO16
YAP6 LDO16
FKH1 SWP1
GCR1 SWP1
MED4 SWP1
REB1 SWP1
XBP1 SWP1
YAP6 IMP1
UGA3 YIM1
STP1 NUP53
RFX1 RIM13
YAP6 RIM13
GCN5 YGR252W
RFX1 YLR176C
STP1 YDR463W
STP1 TPP1
YAP6 TPP1
TFC6 AIM36
XBP1 AIM36
YAP6 AIM36
RFX1 YLR176C
FKH1 MRPS8
RFX1 MRPS8
TFC6 MRPS8
XBP1 MRPS8
YAP6 MRPS8
SPT10 YJL127C
MED2 ATG16
MED4 ATG16
SUA7 ATG16
WTM2 ATG16
XBP1 ATG16
MED2 YDL005C
MED4 YOR174W
SUA7 YPR086W
YAP6 YDR259C
BUR6 HLJ1
FKH1 HLJ1
GCN5 HLJ1
MED2 HLJ1
MSN2 HLJ1
REB1 HLJ1
SPT3 HLJ1
SPT7 HLJ1
SUA7 HLJ1
TFC7 HLJ1
UGA3 HLJ1
XBP1 HLJ1
GLN3 INP2
XBP1 INP2
MSS11 MSS11
UGA3 MSS11
XBP1 MSS11
YAP6 MSS11
FKH1 PAH1
RFX1 PAH1
TFC7 PAH1
YAP1 PAH1
YAP6 PAH1
FKH1 MLH1
REB1 MLH1
SPT10 MLH1
XBP1 MLH1
FKH1 CEP3
GCN5 CEP3
XBP1 CEP3
BUR6 ALD3
CAD1 ALD3
CST6 ALD3
GCN4 ALD3
GCN5 ALD3
HSF1 ALD3
MED2 ALD3
MED6 ALD3
MSN2 ALD3
MSN4 ALD3
RPD3 ALD3
SFP1 ALD3
SIN3 ALD3
SUA7 ALD3
UME1 ALD3
XBP1 ALD3
ZAP1 ALD3
HSF1 ALD2
REB1 ALD2
RFX1 ALD2
SPT10 ALD2
SPT10 ALD2
SUA7 ALD2
UME6 ALD2
ZAP1 ALD2
SPT10 YJL127C
STB1 YNL309W
TFC7 HOT1
AFT1 DDR48
BUR6 DDR48
CST6 DDR48
CYC8 DDR48
FKH2 DDR48
GCN4 DDR48
HFI1 DDR48
MIG1 DDR48
MSN2 DDR48
MSN4 DDR48
OPI1 DDR48
RFX1 DDR48
RIM101 DDR48
SFP1 DDR48
SKN7 DDR48
SKO1 DDR48
SPT3 DDR48
SRB5 DDR48
STE12 DDR48
SUA7 DDR48
TEC1 DDR48
TEC1 DDR48
TUP1 DDR48
AFT1 YGL071W
CST6 YIL036W
GCN4 YEL009C
HFI1 YPL254W
OPI1 YHL020C
RAP1 YNL216W
RIM101 YHL027W
SFL1 YOR140W
SFP1 YLR403W
SFP1 YLR403W
SKN7 YHR206W
SPT20 YOL148C
TEC1 YBR083W
TUP1 YCR084C
CHA4 PAI3
SPN1 PAI3
SUA7 PAI3
MOT3 SIP18
MOT3 SIP18
MSN4 SIP18
RPD3 SIP18
SFP1 SIP18
SUA7 SIP18
YAP6 YDR259C
YAP6 ECM5
AFT1 MMT1
AFT2 MMT1
CIN5 MMT1
PAF1 MMT1
RFX1 MMT1
RGR1 MMT1
YAP6 MMT1
YAP6 MMT1
REB1 FPY1
SFP1 FPY1
MBP1 SPT21
MED6 SPT21
SFP1 SPT21
SWI4 SPT21
SWI6 SPT21
XBP1 SPT21
YAP5 SPT21
YAP6 SPT21
BUR6 YER159C
RGM1 YMR182C
RPN4 YDL020C
SUA7 YPR086W
XBP1 YIL101C
ZAP1 YJL056C
FKH1 RGM1
REB1 RGM1
XBP1 RGM1
REB1 MIN3
FKH1 SSO2
FKH2 SSO2
HFI1 SSO2
REB1 SSO2
SFP1 SSO2
STP1 SSO2
YAP1 SSO2
FKH1 ADD37
FKH2 ADD37
HFI1 ADD37
MED2 ADD37
MED6 ADD37
MSN2 ADD37
REB1 ADD37
RGR1 ADD37
STP1 ADD37
SUA7 ADD37
MED4 RTP1
SFP1 RTP1
XBP1 RTP1
AFT1 HSC82
BAS1 HSC82
CST6 HSC82
FHL1 HSC82
GCN5 HSC82
GCR1 HSC82
GTS1 HSC82
HSF1 HSC82
HSF1 HSC82
MED4 HSC82
RAP1 HSC82
REB1 HSC82
REB1 HSC82
REB1 HSC82
SFP1 HSC82
SPT10 HSC82
SPT6 HSC82
SUA7 HSC82
UME6 HSC82
YAP6 HSC82
SFP1 YLR403W
SPT10 YJL127C
YAP6 YDR259C
BAS1 MRPS17
BAS1 MRPS17
BUR6 MRPS17
GCN4 MRPS17
GCN5 MRPS17
MED2 MRPS17
MSN1 MRPS17
REB1 MRPS17
BAS1 GCV2
BAS1 GCV2
BAS1 GCV2
BUR6 GCV2
CSE2 GCV2
GCN4 GCV2
HFI1 GCV2
REB1 GCV2
RFX1 GCV2
SFP1 GCV2
SPT10 GCV2
SPT2 GCV2
SPT6 GCV2
SSN2 GCV2
SUA7 GCV2
TOD6 GCV2
WTM2 GCV2
YAP1 GCV2
YAP6 GCV2
MED2 SGS1
MED4 SGS1
REB1 SGS1
SPT10 SGS1
TFC7 SGS1
BUR6 SPG5
HCM1 SPG5
HFI1 SPG5
MED4 SPG5
REB1 SPG5
SIN3 SPG5
SPT10 SPG5
SPT10 SPG5
SPT20 SPG5
TFC7 SPG5
BUR6 GYL1
FKH1 GYL1
GCN5 GYL1
XBP1 GYL1
YAP5 GYL1
GAL11 YOL051W
RAP1 MRPL24
RFX1 MRPL24
RGR1 MRPL24
TFC7 MRPL24
MET32 YDR253C
BUR6 CMC4
FKH2 CMC4
GCN4 CMC4
INO4 CMC4
MED2 CMC4
PHD1 CMC4
REB1 CMC4
SPT3 CMC4
CAD1 RPL36A
FHL1 RPL36A
IFH1 RPL36A
RFX1 RPL36A
RGR1 RPL36A
SFP1 RPL36A
SFP1 RPL36A
SPT10 RPL36A
TFC7 RPL36A
BUR6 ICY1
CYC8 ICY1
GCN4 ICY1
GCN4 ICY1
GCN5 ICY1
HCM1 ICY1
HFI1 ICY1
MED2 ICY1
MET32 ICY1
PHD1 ICY1
RFX1 ICY1
RPD3 ICY1
SFP1 ICY1
SIN4 ICY1
SKN7 ICY1
SPT3 ICY1
UGA3 ICY1
UME6 ICY1
CAD1 YDR423C
CBF1 YJR060W
REB1 YBR049C
RGR1 YLR071C
SUA7 YPR086W
TYE7 YOR344C
ABF1 VTI1
CBF1 VTI1
FKH1 VTI1
FKH2 VTI1
HFI1 VTI1
RFX1 VTI1
RSF2 VTI1
STE12 VTI1
TFC7 VTI1
ABF1 CIK1
